,val_acc,test_acc,n_bad_images,n_unique_bad_images,i_bad_images,i_unique_bad_images,ii_bad_images,ii_unique_bad_images,iii_bad_images,iii_unique_bad_images,iv_bad_images,iv_unique_bad_images,v_bad_images,v_unique_bad_images,vi_bad_images,vi_unique_bad_images,vii_bad_images,vii_unique_bad_images,viii_bad_images,viii_unique_bad_images,ix_bad_images,ix_unique_bad_images,x_bad_images,x_unique_bad_images
10,0.9797468185424805,0.807692289352417,343.0,262.0,9.0,9.0,53.0,42.0,24.0,23.0,50.0,35.0,11.0,10.0,45.0,29.0,43.0,29.0,55.0,41.0,37.0,29.0,16.0,15.0
11,0.9721518754959106,0.7307692170143127,359.0,265.0,9.0,9.0,53.0,42.0,24.0,23.0,52.0,35.0,11.0,10.0,50.0,31.0,46.0,29.0,57.0,41.0,41.0,30.0,16.0,15.0
12,0.9784809947013855,0.7692307829856873,381.0,273.0,9.0,9.0,54.0,42.0,26.0,25.0,56.0,36.0,11.0,10.0,54.0,32.0,49.0,31.0,63.0,43.0,43.0,30.0,16.0,15.0
13,0.9784809947013855,0.75,398.0,277.0,9.0,9.0,58.0,42.0,26.0,25.0,58.0,36.0,12.0,11.0,54.0,32.0,57.0,34.0,64.0,43.0,44.0,30.0,16.0,15.0
14,0.9746835231781006,0.7115384340286255,415.0,281.0,9.0,9.0,59.0,42.0,28.0,26.0,58.0,36.0,12.0,11.0,59.0,32.0,58.0,34.0,71.0,45.0,44.0,30.0,17.0,16.0
15,0.9848101139068604,0.692307710647583,435.0,288.0,10.0,10.0,59.0,42.0,29.0,27.0,62.0,37.0,14.0,13.0,60.0,32.0,60.0,34.0,77.0,46.0,47.0,31.0,17.0,16.0
16,0.9708860516548157,0.692307710647583,447.0,292.0,12.0,12.0,61.0,43.0,30.0,28.0,67.0,37.0,15.0,13.0,60.0,32.0,60.0,34.0,78.0,46.0,47.0,31.0,17.0,16.0
17,0.9835442900657654,0.7307692170143127,470.0,302.0,14.0,14.0,63.0,43.0,31.0,28.0,70.0,38.0,15.0,13.0,66.0,33.0,64.0,37.0,80.0,47.0,48.0,31.0,19.0,18.0
18,0.9746835231781006,0.7115384340286255,483.0,304.0,14.0,14.0,63.0,43.0,32.0,28.0,77.0,39.0,15.0,13.0,68.0,33.0,65.0,37.0,81.0,48.0,49.0,31.0,19.0,18.0
19,0.9772151708602905,0.75,503.0,308.0,14.0,14.0,64.0,43.0,35.0,30.0,80.0,40.0,15.0,13.0,74.0,34.0,68.0,37.0,82.0,48.0,52.0,31.0,19.0,18.0
20,0.9810126423835754,0.7115384340286255,521.0,311.0,14.0,14.0,67.0,44.0,36.0,30.0,81.0,40.0,15.0,13.0,77.0,34.0,70.0,38.0,87.0,49.0,54.0,31.0,20.0,18.0
21,0.9898734092712402,0.7692307829856873,536.0,311.0,14.0,14.0,68.0,44.0,39.0,30.0,82.0,40.0,16.0,13.0,80.0,34.0,73.0,38.0,88.0,49.0,56.0,31.0,20.0,18.0
22,0.9873417615890503,0.75,544.0,312.0,14.0,14.0,69.0,44.0,40.0,31.0,82.0,40.0,16.0,13.0,80.0,34.0,73.0,38.0,94.0,49.0,56.0,31.0,20.0,18.0
23,0.9860759377479553,0.7692307829856873,554.0,315.0,15.0,14.0,72.0,46.0,41.0,31.0,82.0,40.0,16.0,13.0,81.0,34.0,76.0,39.0,95.0,49.0,56.0,31.0,20.0,18.0
24,0.9810126423835754,0.75,565.0,318.0,16.0,15.0,73.0,46.0,41.0,31.0,84.0,40.0,17.0,14.0,83.0,34.0,77.0,40.0,97.0,49.0,57.0,31.0,20.0,18.0
25,0.9860759377479553,0.7307692170143127,580.0,323.0,16.0,15.0,75.0,46.0,44.0,32.0,84.0,40.0,18.0,15.0,86.0,34.0,77.0,40.0,100.0,51.0,60.0,32.0,20.0,18.0
26,0.9772151708602905,0.7307692170143127,591.0,324.0,16.0,15.0,75.0,46.0,44.0,32.0,86.0,40.0,18.0,15.0,87.0,34.0,80.0,41.0,104.0,51.0,61.0,32.0,20.0,18.0
27,0.9759493470191956,0.75,609.0,329.0,16.0,15.0,81.0,48.0,45.0,33.0,87.0,40.0,20.0,16.0,89.0,34.0,82.0,41.0,108.0,52.0,61.0,32.0,20.0,18.0
28,0.9759493470191956,0.7884615659713745,628.0,334.0,20.0,18.0,81.0,48.0,45.0,33.0,88.0,40.0,20.0,16.0,91.0,35.0,82.0,41.0,114.0,52.0,66.0,33.0,21.0,18.0
29,0.9822784662246704,0.7692307829856873,647.0,339.0,20.0,18.0,83.0,48.0,49.0,36.0,92.0,40.0,21.0,17.0,92.0,35.0,83.0,41.0,120.0,53.0,66.0,33.0,21.0,18.0
30,0.9835442900657654,0.6346153616905212,661.0,340.0,20.0,18.0,85.0,48.0,49.0,36.0,94.0,41.0,21.0,17.0,96.0,35.0,87.0,41.0,120.0,53.0,67.0,33.0,22.0,18.0
31,0.9835442900657654,0.7115384340286255,674.0,340.0,20.0,18.0,86.0,48.0,49.0,36.0,97.0,41.0,21.0,17.0,99.0,35.0,88.0,41.0,122.0,53.0,69.0,33.0,23.0,18.0
32,0.9848101139068604,0.7307692170143127,687.0,340.0,20.0,18.0,86.0,48.0,50.0,36.0,100.0,41.0,21.0,17.0,100.0,35.0,93.0,41.0,124.0,53.0,69.0,33.0,24.0,18.0
33,0.9848101139068604,0.7884615659713745,699.0,342.0,20.0,18.0,89.0,49.0,52.0,36.0,101.0,41.0,22.0,17.0,103.0,35.0,93.0,41.0,124.0,53.0,70.0,33.0,25.0,19.0
34,0.9797468185424805,0.7307692170143127,711.0,345.0,20.0,18.0,92.0,50.0,52.0,36.0,103.0,42.0,22.0,17.0,105.0,35.0,94.0,41.0,128.0,54.0,70.0,33.0,25.0,19.0
35,0.9772151708602905,0.7115384340286255,727.0,346.0,20.0,18.0,94.0,50.0,54.0,36.0,103.0,42.0,22.0,17.0,110.0,35.0,95.0,41.0,133.0,55.0,71.0,33.0,25.0,19.0
36,0.9873417615890503,0.692307710647583,745.0,349.0,20.0,18.0,95.0,50.0,57.0,38.0,107.0,43.0,22.0,17.0,111.0,35.0,97.0,41.0,137.0,55.0,74.0,33.0,25.0,19.0
